census_year,hsu_id,hsu_name_fr,hsu_name_ar,region_macro,historical_controle_civil,centroid_lat,centroid_lon,pop_european_total,pop_french,pop_italian,pop_maltese,pop_other_european,ratio_italian_to_french,share_french_in_eur,share_italian_in_eur
1891,HSU_GAFSA,Gafsa & Bassin Minier,قفصة والحوض المنجمي,South,TN_CC_GAFSA,34.425,8.7842,1074,243,563,228,40,2.3169,0.2263,0.5242
1891,HSU_TOZEUR,Tozeur (Djérid),توزر (الجريد),South,TN_CC_GAFSA,33.9197,8.1336,210,58,100,44,8,1.7241,0.2762,0.4762
1891,HSU_SIDI_BOU_ZID,Sidi Bouzid,سيدي بوزيد,Center-West,TN_CC_GAFSA,35.0381,9.4858,45,12,21,10,2,1.75,0.2667,0.4667
1891,HSU_GABES,Gabès Littoral,قابس,South,TN_CC_GABES,33.8815,10.0982,620,168,292,136,24,1.7381,0.271,0.471
1891,HSU_DJERBA,Djerba,جربة,South,TN_CC_GABES,33.8075,10.8451,278,63,155,50,10,2.4603,0.2266,0.5576
1891,HSU_MEDENINE,Médenine & Zarzis,مدنين وجرجيس,South,TN_TERR_SUD,33.3547,10.5053,253,70,120,53,10,1.7143,0.2767,0.4743
1891,HSU_TATAOUINE,Tataouine,تطاوين,South,TN_TERR_SUD,32.9297,10.4517,41,14,15,10,2,1.0714,0.3415,0.3659
1891,HSU_KEBILI,Kébili & Nefzaoua,قبلي ونفزاوة,South,TN_TERR_SUD,33.7044,8.9692,26,8,11,6,1,1.375,0.3077,0.4231
1891,HSU_MATMATA,Matmata,مطماطة,South,TN_TERR_SUD,33.5431,9.9675,8,3,4,1,0,1.3333,0.375,0.5
1896,HSU_TUNIS,Tunis & Banlieue,تونس وضواحيها,North-East,TN_CC_TUNIS,36.8065,10.1815,40514,7451,26800,5517,746,3.5968,0.1839,0.6615
1896,HSU_BIZERTE,Bizerte Maritime,بنزرت الكبرى,North-East,TN_CC_BIZERTE,37.2744,9.8739,8758,1878,5666,1043,171,3.017,0.2144,0.647
1896,HSU_MATEUR,Mateur - Ichkeul,ماطر والإشكل,North-East,TN_CC_BIZERTE,37.04,9.665,954,205,622,102,25,3.0341,0.2149,0.652
1896,HSU_TEBOURBA,Tébourba - Basse Medjerda,طبربة ومجاز المجردة السفلى,North-East,TN_CC_BIZERTE,36.83,9.84,1151,195,813,115,28,4.1692,0.1694,0.7063
1896,HSU_BEJA,Béja,باجة,North-West,TN_CC_BEJA,36.7256,9.1817,1508,386,903,176,43,2.3394,0.256,0.5988
1896,HSU_MEDJEZ_EL_BAB,Medjez el-Bab & Testour,مجاز الباب وتستور,North-West,TN_CC_BEJA,36.65,9.61,1158,283,711,132,32,2.5124,0.2444,0.614
1896,HSU_NEFZA,Nefza & Littoral Kroumir,نفزة والشمال الغربي,North-West,TN_CC_BEJA,36.95,9.07,135,36,79,16,4,2.1944,0.2667,0.5852
1896,HSU_SOUK_EL_ARBA,Jendouba (Souk el-Arba),جندوبة (سوق الأربعاء),North-West,TN_CC_SOUK_EL_ARBA,36.5011,8.7803,1037,276,611,120,30,2.2138,0.2662,0.5892
1896,HSU_SOUK_EL_KHEMIS,Boussalem (Souk el-Khemis),بوسالم (سوق الخميس),North-West,TN_CC_SOUK_EL_ARBA,36.6111,8.9694,350,108,187,44,11,1.7315,0.3086,0.5343
1896,HSU_AIN_DRAHAM,Aïn Draham,عين دراهم,North-West,TN_CC_SOUK_EL_ARBA,36.78,8.69,451,155,230,51,15,1.4839,0.3437,0.51
1896,HSU_TABARKA,Tabarka,طبرقة,North-West,TN_CC_SOUK_EL_ARBA,36.9544,8.7581,640,139,406,78,17,2.9209,0.2172,0.6344
1896,HSU_GHARDIMAOU,Ghardimaou,غار الدماء,North-West,TN_CC_SOUK_EL_ARBA,36.45,8.44,182,46,114,17,5,2.4783,0.2527,0.6264
1896,HSU_LE_KEF,Le Kef,الكاف,North-West,TN_CC_LE_KEF,36.1742,8.7047,997,241,615,113,28,2.5519,0.2417,0.6169
1896,HSU_DAHMANI,Dahmani (Ebba Ksour),الدهماني (القصور),North-West,TN_CC_LE_KEF,35.94,8.83,317,73,200,35,9,2.7397,0.2303,0.6309
1896,HSU_TEBOURSOUK,Téboursouk & Dougga,تبرسق ودقة,North-West,TN_CC_LE_KEF,36.46,9.25,463,99,301,51,12,3.0404,0.2138,0.6501
1896,HSU_SERS,Le Sers,السرس,North-West,TN_CC_LE_KEF,36.07,9.02,179,48,105,21,5,2.1875,0.2682,0.5866
1896,HSU_CAP_BON,Grombalia & Cap Bon Ouest,قرمبالية وغرب الوطن القبلي,North-East,TN_CC_GROMBALIA,36.6,10.5,2565,354,1958,209,44,5.5311,0.138,0.7634
1896,HSU_NABEUL,Nabeul & Hammamet,نابل والحمامات,North-East,TN_CC_GROMBALIA,36.4561,10.7375,1479,271,1034,137,37,3.8155,0.1832,0.6991
1896,HSU_SOLIMAN,Soliman & Mornag,سليمان ومرناق,North-East,TN_CC_GROMBALIA,36.7,10.49,893,130,657,85,21,5.0538,0.1456,0.7357
1896,HSU_MENZEL_TEMIME,Menzel Temime & Cap Bon Est,منزل تميم وشرق الوطن القبلي,North-East,TN_CC_GROMBALIA,36.78,10.99,845,132,611,82,20,4.6288,0.1562,0.7231
1896,HSU_ZAGHOUAN,Zaghouan,زغوان,North-East,TN_CC_ZAGHOUAN,36.4028,10.1433,795,177,503,94,21,2.8418,0.2226,0.6327
1896,HSU_SOUSSE,Sousse & Sahel Nord,سوسة وشمال الساحل,Sahel/Center-East,TN_CC_SOUSSE,35.8256,10.6411,6509,1072,4460,861,116,4.1604,0.1647,0.6852
1896,HSU_MONASTIR,Monastir & Sahel Central,المنستير ووسط الساحل,Sahel/Center-East,TN_CC_SOUSSE,35.778,10.8262,901,162,625,92,22,3.858,0.1798,0.6937
1896,HSU_MAHDIA,Mahdia & Sahel Sud,المهدية وجنوب الساحل,Sahel/Center-East,TN_CC_SOUSSE,35.5047,11.0622,994,161,703,106,24,4.3665,0.162,0.7072
1896,HSU_ENFIDHA,Enfidha,النفيضة,Sahel/Center-East,TN_CC_SOUSSE,36.1333,10.3833,337,104,180,43,10,1.7308,0.3086,0.5341
1896,HSU_KAIROUAN,Kairouan,القيروان,Center-West,TN_CC_KAIROUAN,35.6781,10.0963,972,224,613,109,26,2.7366,0.2305,0.6307
1896,HSU_SOUASSI,Les Souassi,السواسي,Sahel/Center-East,TN_CC_KAIROUAN,35.35,10.55,80,16,53,9,2,3.3125,0.2,0.6625
1896,HSU_MAKTAR,Maktar & Siliana,مكثر وسليانة,Center-West,TN_CC_KAIROUAN,35.85,9.2,486,118,305,50,13,2.5847,0.2428,0.6276
1896,HSU_THALA,Thala,تالة,Center-West,TN_CC_THALA,35.57,8.67,358,93,218,37,10,2.3441,0.2598,0.6089
1896,HSU_SBEITLA,Sbeïtla,سبيطلة,Center-West,TN_CC_THALA,35.23,9.13,165,44,96,20,5,2.1818,0.2667,0.5818
1896,HSU_KASSERINE,Kasserine,القصرين,Center-West,TN_CC_THALA,35.1667,8.8333,90,24,53,10,3,2.2083,0.2667,0.5889
1896,HSU_SFAX,Sfax,صفاقس,South,TN_CC_SFAX,34.7406,10.7603,5549,1023,3758,665,103,3.6735,0.1844,0.6772
1896,HSU_DJEBINIANA,Djebeniana,جبنيانة,South,TN_CC_SFAX,35.0333,10.9,154,26,108,16,4,4.1538,0.1688,0.7013
1896,HSU_EL_DJEM,El Djem,الجم,Sahel/Center-East,TN_CC_SFAX,35.3,10.7167,312,55,221,28,8,4.0182,0.1763,0.7083
1896,HSU_KERKENNAH,Kerkennah,قرقنة,South,TN_CC_SFAX,34.7333,11.2167,26,4,18,3,1,4.5,0.1538,0.6923
1896,HSU_GAFSA,Gafsa & Bassin Minier,قفصة والحوض المنجمي,South,TN_CC_GAFSA,34.425,8.7842,2148,395,1467,232,54,3.7139,0.1839,0.683
1896,HSU_TOZEUR,Tozeur (Djérid),توزر (الجريد),South,TN_CC_GAFSA,33.9197,8.1336,411,95,260,45,11,2.7368,0.2311,0.6326
1896,HSU_SIDI_BOU_ZID,Sidi Bouzid,سيدي بوزيد,Center-West,TN_CC_GAFSA,35.0381,9.4858,85,19,54,10,2,2.8421,0.2235,0.6353
1896,HSU_GABES,Gabès Littoral,قابس,South,TN_CC_GABES,33.8815,10.0982,1206,273,762,139,32,2.7912,0.2264,0.6318
1896,HSU_DJERBA,Djerba,جربة,South,TN_CC_GABES,33.8075,10.8451,571,103,403,51,14,3.9126,0.1804,0.7058
1896,HSU_MEDENINE,Médenine & Zarzis,مدنين وجرجيس,South,TN_TERR_SUD,33.3547,10.5053,493,114,312,54,13,2.7368,0.2312,0.6329
1896,HSU_TATAOUINE,Tataouine,تطاوين,South,TN_TERR_SUD,32.9297,10.4517,75,23,40,10,2,1.7391,0.3067,0.5333
1896,HSU_KEBILI,Kébili & Nefzaoua,قبلي ونفزاوة,South,TN_TERR_SUD,33.7044,8.9692,49,13,29,6,1,2.2308,0.2653,0.5918
1896,HSU_MATMATA,Matmata,مطماطة,South,TN_TERR_SUD,33.5431,9.9675,14,4,9,1,0,2.25,0.2857,0.6429
1901,HSU_TUNIS,Tunis & Banlieue,تونس وضواحيها,North-East,TN_CC_TUNIS,36.8065,10.1815,53541,11125,34888,6491,1037,3.136,0.2078,0.6516
1901,HSU_BIZERTE,Bizerte Maritime,بنزرت الكبرى,North-East,TN_CC_BIZERTE,37.2744,9.8739,11645,2804,7376,1227,238,2.6305,0.2408,0.6334
1901,HSU_MATEUR,Mateur - Ichkeul,ماطر والإشكل,North-East,TN_CC_BIZERTE,37.04,9.665,1271,306,810,120,35,2.6471,0.2408,0.6373
1901,HSU_TEBOURBA,Tébourba - Basse Medjerda,طبربة ومجاز المجردة السفلى,North-East,TN_CC_BIZERTE,36.83,9.84,1523,291,1058,135,39,3.6357,0.1911,0.6947
1901,HSU_BEJA,Béja,باجة,North-West,TN_CC_BEJA,36.7256,9.1817,2017,576,1175,207,59,2.0399,0.2856,0.5825
1901,HSU_MEDJEZ_EL_BAB,Medjez el-Bab & Testour,مجاز الباب وتستور,North-West,TN_CC_BEJA,36.65,9.61,1548,422,926,155,45,2.1943,0.2726,0.5982
1901,HSU_NEFZA,Nefza & Littoral Kroumir,نفزة والشمال الغربي,North-West,TN_CC_BEJA,36.95,9.07,180,54,103,18,5,1.9074,0.3,0.5722
1901,HSU_SOUK_EL_ARBA,Jendouba (Souk el-Arba),جندوبة (سوق الأربعاء),North-West,TN_CC_SOUK_EL_ARBA,36.5011,8.7803,1391,412,796,142,41,1.932,0.2962,0.5723
1901,HSU_SOUK_EL_KHEMIS,Boussalem (Souk el-Khemis),بوسالم (سوق الخميس),North-West,TN_CC_SOUK_EL_ARBA,36.6111,8.9694,473,162,244,52,15,1.5062,0.3425,0.5159
1901,HSU_AIN_DRAHAM,Aïn Draham,عين دراهم,North-West,TN_CC_SOUK_EL_ARBA,36.78,8.69,612,232,300,60,20,1.2931,0.3791,0.4902
1901,HSU_TABARKA,Tabarka,طبرقة,North-West,TN_CC_SOUK_EL_ARBA,36.9544,8.7581,851,207,529,92,23,2.5556,0.2432,0.6216
1901,HSU_GHARDIMAOU,Ghardimaou,غار الدماء,North-West,TN_CC_SOUK_EL_ARBA,36.45,8.44,244,69,148,20,7,2.1449,0.2828,0.6066
1901,HSU_LE_KEF,Le Kef,الكاف,North-West,TN_CC_LE_KEF,36.1742,8.7047,1331,360,800,133,38,2.2222,0.2705,0.6011
1901,HSU_DAHMANI,Dahmani (Ebba Ksour),الدهماني (القصور),North-West,TN_CC_LE_KEF,35.94,8.83,423,109,260,42,12,2.3853,0.2577,0.6147
1901,HSU_TEBOURSOUK,Téboursouk & Dougga,تبرسق ودقة,North-West,TN_CC_LE_KEF,36.46,9.25,616,147,392,60,17,2.6667,0.2386,0.6364
1901,HSU_SERS,Le Sers,السرس,North-West,TN_CC_LE_KEF,36.07,9.02,241,72,137,25,7,1.9028,0.2988,0.5685
1901,HSU_CAP_BON,Grombalia & Cap Bon Ouest,قرمبالية وغرب الوطن القبلي,North-East,TN_CC_GROMBALIA,36.6,10.5,3386,529,2550,246,61,4.8204,0.1562,0.7531
1901,HSU_NABEUL,Nabeul & Hammamet,نابل والحمامات,North-East,TN_CC_GROMBALIA,36.4561,10.7375,1964,405,1346,162,51,3.3235,0.2062,0.6853
1901,HSU_SOLIMAN,Soliman & Mornag,سليمان ومرناق,North-East,TN_CC_GROMBALIA,36.7,10.49,1179,195,855,100,29,4.3846,0.1654,0.7252
1901,HSU_MENZEL_TEMIME,Menzel Temime & Cap Bon Est,منزل تميم وشرق الوطن القبلي,North-East,TN_CC_GROMBALIA,36.78,10.99,1119,198,796,97,28,4.0202,0.1769,0.7113
1901,HSU_ZAGHOUAN,Zaghouan,زغوان,North-East,TN_CC_ZAGHOUAN,36.4028,10.1433,1057,264,654,110,29,2.4773,0.2498,0.6187
1901,HSU_SOUSSE,Sousse & Sahel Nord,سوسة وشمال الساحل,Sahel/Center-East,TN_CC_SOUSSE,35.8256,10.6411,8580,1600,5806,1013,161,3.6288,0.1865,0.6767
1901,HSU_MONASTIR,Monastir & Sahel Central,المنستير ووسط الساحل,Sahel/Center-East,TN_CC_SOUSSE,35.778,10.8262,1195,242,814,108,31,3.3636,0.2025,0.6812
1901,HSU_MAHDIA,Mahdia & Sahel Sud,المهدية وجنوب الساحل,Sahel/Center-East,TN_CC_SOUSSE,35.5047,11.0622,1314,240,916,125,33,3.8167,0.1826,0.6971
1901,HSU_ENFIDHA,Enfidha,النفيضة,Sahel/Center-East,TN_CC_SOUSSE,36.1333,10.3833,454,155,235,50,14,1.5161,0.3414,0.5176
1901,HSU_KAIROUAN,Kairouan,القيروان,Center-West,TN_CC_KAIROUAN,35.6781,10.0963,1298,335,798,128,37,2.3821,0.2581,0.6148
1901,HSU_SOUASSI,Les Souassi,السواسي,Sahel/Center-East,TN_CC_KAIROUAN,35.35,10.55,105,23,69,10,3,3.0,0.219,0.6571
1901,HSU_MAKTAR,Maktar & Siliana,مكثر وسليانة,Center-West,TN_CC_KAIROUAN,35.85,9.2,650,176,397,58,19,2.2557,0.2708,0.6108
1901,HSU_THALA,Thala,تالة,Center-West,TN_CC_THALA,35.57,8.67,479,139,283,43,14,2.036,0.2902,0.5908
1901,HSU_SBEITLA,Sbeïtla,سبيطلة,Center-West,TN_CC_THALA,35.23,9.13,222,66,126,23,7,1.9091,0.2973,0.5676
1901,HSU_KASSERINE,Kasserine,القصرين,Center-West,TN_CC_THALA,35.1667,8.8333,121,36,69,12,4,1.9167,0.2975,0.5702
1901,HSU_SFAX,Sfax,صفاقس,South,TN_CC_SFAX,34.7406,10.7603,7345,1527,4892,783,143,3.2037,0.2079,0.666
1901,HSU_DJEBINIANA,Djebeniana,جبنيانة,South,TN_CC_SFAX,35.0333,10.9,203,39,141,18,5,3.6154,0.1921,0.6946
1901,HSU_EL_DJEM,El Djem,الجم,Sahel/Center-East,TN_CC_SFAX,35.3,10.7167,415,83,288,33,11,3.4699,0.2,0.694
1901,HSU_KERKENNAH,Kerkennah,قرقنة,South,TN_CC_SFAX,34.7333,11.2167,33,5,24,3,1,4.8,0.1515,0.7273
1901,HSU_GAFSA,Gafsa & Bassin Minier,قفصة والحوض المنجمي,South,TN_CC_GAFSA,34.425,8.7842,2847,590,1910,273,74,3.2373,0.2072,0.6709
1901,HSU_TOZEUR,Tozeur (Djérid),توزر (الجريد),South,TN_CC_GAFSA,33.9197,8.1336,549,142,338,53,16,2.3803,0.2587,0.6157
1901,HSU_SIDI_BOU_ZID,Sidi Bouzid,سيدي بوزيد,Center-West,TN_CC_GAFSA,35.0381,9.4858,114,29,70,12,3,2.4138,0.2544,0.614
1901,HSU_GABES,Gabès Littoral,قابس,South,TN_CC_GABES,33.8815,10.0982,1607,407,992,163,45,2.4373,0.2533,0.6173
1901,HSU_DJERBA,Djerba,جربة,South,TN_CC_GABES,33.8075,10.8451,758,154,524,60,20,3.4026,0.2032,0.6913
1901,HSU_MEDENINE,Médenine & Zarzis,مدنين وجرجيس,South,TN_TERR_SUD,33.3547,10.5053,658,170,406,63,19,2.3882,0.2584,0.617
1901,HSU_TATAOUINE,Tataouine,تطاوين,South,TN_TERR_SUD,32.9297,10.4517,101,34,52,12,3,1.5294,0.3366,0.5149
1901,HSU_KEBILI,Kébili & Nefzaoua,قبلي ونفزاوة,South,TN_TERR_SUD,33.7044,8.9692,67,20,38,7,2,1.9,0.2985,0.5672
1901,HSU_MATMATA,Matmata,مطماطة,South,TN_TERR_SUD,33.5431,9.9675,21,6,12,2,1,2.0,0.2857,0.5714
1906,HSU_TUNIS,Tunis & Banlieue,تونس وضواحيها,North-East,TN_CC_TUNIS,36.8065,10.1815,54221,13835,34387,4859,1140,2.4855,0.2552,0.6342
1906,HSU_BIZERTE,Bizerte Maritime,بنزرت الكبرى,North-East,TN_CC_BIZERTE,37.2744,9.8739,11937,3488,7270,918,261,2.0843,0.2922,0.609
1906,HSU_MATEUR,Mateur - Ichkeul,ماطر والإشكل,North-East,TN_CC_BIZERTE,37.04,9.665,1756,515,1080,122,39,2.0971,0.2933,0.615
1906,HSU_TEBOURBA,Tébourba - Basse Medjerda,طبربة ومجاز المجردة السفلى,North-East,TN_CC_BIZERTE,36.83,9.84,2079,489,1410,137,43,2.8834,0.2352,0.6782
1906,HSU_BEJA,Béja,باجة,North-West,TN_CC_BEJA,36.7256,9.1817,2810,969,1567,209,65,1.6171,0.3448,0.5577
1906,HSU_MEDJEZ_EL_BAB,Medjez el-Bab & Testour,مجاز الباب وتستور,North-West,TN_CC_BEJA,36.65,9.61,2151,711,1234,157,49,1.7356,0.3305,0.5737
1906,HSU_NEFZA,Nefza & Littoral Kroumir,نفزة والشمال الغربي,North-West,TN_CC_BEJA,36.95,9.07,252,90,137,19,6,1.5222,0.3571,0.5437
1906,HSU_SOUK_EL_ARBA,Jendouba (Souk el-Arba),جندوبة (سوق الأربعاء),North-West,TN_CC_SOUK_EL_ARBA,36.5011,8.7803,1943,693,1061,143,46,1.531,0.3567,0.5461
1906,HSU_SOUK_EL_KHEMIS,Boussalem (Souk el-Khemis),بوسالم (سوق الخميس),North-West,TN_CC_SOUK_EL_ARBA,36.6111,8.9694,665,272,325,52,16,1.1949,0.409,0.4887
1906,HSU_AIN_DRAHAM,Aïn Draham,عين دراهم,North-West,TN_CC_SOUK_EL_ARBA,36.78,8.69,873,390,400,61,22,1.0256,0.4467,0.4582
1906,HSU_TABARKA,Tabarka,طبرقة,North-West,TN_CC_SOUK_EL_ARBA,36.9544,8.7581,1173,349,705,93,26,2.0201,0.2975,0.601
1906,HSU_GHARDIMAOU,Ghardimaou,غار الدماء,North-West,TN_CC_SOUK_EL_ARBA,36.45,8.44,342,116,198,20,8,1.7069,0.3392,0.5789
1906,HSU_LE_KEF,Le Kef,الكاف,North-West,TN_CC_LE_KEF,36.1742,8.7047,1849,605,1067,135,42,1.7636,0.3272,0.5771
1906,HSU_DAHMANI,Dahmani (Ebba Ksour),الدهماني (القصور),North-West,TN_CC_LE_KEF,35.94,8.83,586,184,347,42,13,1.8859,0.314,0.5922
1906,HSU_TEBOURSOUK,Téboursouk & Dougga,تبرسق ودقة,North-West,TN_CC_LE_KEF,36.46,9.25,851,248,523,61,19,2.1089,0.2914,0.6146
1906,HSU_SERS,Le Sers,السرس,North-West,TN_CC_LE_KEF,36.07,9.02,336,121,182,25,8,1.5041,0.3601,0.5417
1906,HSU_CAP_BON,Grombalia & Cap Bon Ouest,قرمبالية وغرب الوطن القبلي,North-East,TN_CC_GROMBALIA,36.6,10.5,3422,658,2513,184,67,3.8191,0.1923,0.7344
1906,HSU_NABEUL,Nabeul & Hammamet,نابل والحمامات,North-East,TN_CC_GROMBALIA,36.4561,10.7375,2697,682,1795,164,56,2.632,0.2529,0.6656
1906,HSU_SOLIMAN,Soliman & Mornag,سليمان ومرناق,North-East,TN_CC_GROMBALIA,36.7,10.49,1601,328,1140,101,32,3.4756,0.2049,0.7121
1906,HSU_MENZEL_TEMIME,Menzel Temime & Cap Bon Est,منزل تميم وشرق الوطن القبلي,North-East,TN_CC_GROMBALIA,36.78,10.99,1523,333,1061,98,31,3.1862,0.2186,0.6967
1906,HSU_ZAGHOUAN,Zaghouan,زغوان,North-East,TN_CC_ZAGHOUAN,36.4028,10.1433,1460,444,873,111,32,1.9662,0.3041,0.5979
1906,HSU_SOUSSE,Sousse & Sahel Nord,سوسة وشمال الساحل,Sahel/Center-East,TN_CC_SOUSSE,35.8256,10.6411,8648,1990,5723,758,177,2.8759,0.2301,0.6618
1906,HSU_MONASTIR,Monastir & Sahel Central,المنستير ووسط الساحل,Sahel/Center-East,TN_CC_SOUSSE,35.778,10.8262,1636,407,1085,110,34,2.6658,0.2488,0.6632
1906,HSU_MAHDIA,Mahdia & Sahel Sud,المهدية وجنوب الساحل,Sahel/Center-East,TN_CC_SOUSSE,35.5047,11.0622,1789,405,1221,127,36,3.0148,0.2264,0.6825
1906,HSU_ENFIDHA,Enfidha,النفيضة,Sahel/Center-East,TN_CC_SOUSSE,36.1333,10.3833,641,261,313,51,16,1.1992,0.4072,0.4883
1906,HSU_KAIROUAN,Kairouan,القيروان,Center-West,TN_CC_KAIROUAN,35.6781,10.0963,1799,564,1065,130,40,1.8883,0.3135,0.592
1906,HSU_SOUASSI,Les Souassi,السواسي,Sahel/Center-East,TN_CC_KAIROUAN,35.35,10.55,144,39,92,10,3,2.359,0.2708,0.6389
